"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"2211","regulation of pro-B cell differentiation (GO:2000973)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"FLCN"
"2212","regulation of protein autoubiquitination (GO:1902498)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"RBX1"
"2213","regulation of protein targeting (GO:1903533)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"HAX1"
"2214","regulation of relaxation of cardiac muscle (GO:1901897)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"CHGA"
"2215","regulation of ribonucleoprotein complex localization (GO:2000197)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"IWS1"
"2216","regulation of sarcomere organization (GO:0060297)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"AKAP13"
"2217","regulation of SNARE complex assembly (GO:0035542)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"SNCA"
"2218","regulation of t-circle formation (GO:1904429)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"SLX4"
"2219","regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"SCN3B"
"2220","renal filtration cell differentiation (GO:0061318)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"BASP1"
"2221","response to catecholamine (GO:0071869)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"DRD1"
"2222","response to DNA damage checkpoint signaling (GO:0072423)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"SLX4"
"2223","response to manganese ion (GO:0010042)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"ATP13A2"
"2224","retinal ganglion cell axon guidance (GO:0031290)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"ROBO2"
"2225","ruffle assembly (GO:0097178)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"RAC1"
"2226","signal complex assembly (GO:0007172)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"MAPK8IP2"
"2227","snoRNA localization (GO:0048254)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"ZNHIT6"
"2228","spinal cord motor neuron differentiation (GO:0021522)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"MDGA2"
"2229","sterol import (GO:0035376)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"LDLR"
"2230","tRNA 3'-end processing (GO:0042780)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"ELAC2"
"2231","tRNA pseudouridine synthesis (GO:0031119)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"PUS1"
"2232","type B pancreatic cell proliferation (GO:0044342)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"BAD"
"2233","tyrosine catabolic process (GO:0006572)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"GSTZ1"
"2234","ventricular cardiac muscle cell development (GO:0055015)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"MEF2A"
"2235","vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane (GO:1990668)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"CALR"
"2236","vocal learning (GO:0042297)","1/6",0.4471694872974,0.852049794337118,0,0,1.92702127659574,1.55090061974799,"NRXN2"
"2237","cellular response to drug (GO:0035690)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"MEF2C;TFRC;GPLD1"
"2238","DNA modification (GO:0006304)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"TDG;TERF2IP;NEIL1"
"2239","histone lysine demethylation (GO:0070076)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"KDM5A;KDM4B;KDM5D"
"2240","mRNA polyadenylation (GO:0006378)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"APP;AHCYL1;SSU72"
"2241","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"MIF;CLU;TPT1"
"2242","negative regulation of protein localization to membrane (GO:1905476)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"DMTN;NUMB;ITGB1BP1"
"2243","negative regulation of protein transport (GO:0051224)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"SNX3;PKDCC;NDFIP1"
"2244","negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"HSP90AB1;RPS7;RPL23"
"2245","positive regulation of viral transcription (GO:0050434)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"POLR2E;RSF1;POLR2L"
"2246","purine-containing compound biosynthetic process (GO:0072522)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"ADAL;PRPS1;DGUOK"
"2247","regulation of chondrocyte differentiation (GO:0032330)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"PKDCC;ZBTB16;MBOAT2"
"2248","regulation of myelination (GO:0031641)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"TPPP;DICER1;ZPR1"
"2249","regulation of viral life cycle (GO:1903900)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"VPS4A;KPNA6;PPIA"
"2250","RNA polyadenylation (GO:0043631)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"APP;AHCYL1;SSU72"
"2251","snRNA processing (GO:0016180)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"INTS1;INTS3;INTS10"
"2252","TOR signaling (GO:0031929)","3/26",0.447794259749055,0.852049794337118,0,0,1.25684122794833,1.00977313099582,"FLCN;CCDC88A;RPS6"
"2253","protein K48-linked ubiquitination (GO:0070936)","6/57",0.450191722211588,0.852049794337118,0,0,1.13367843137255,0.904768052380313,"RNF216;UBE2B;TTC3;UBE3A;RBX1;RNF187"
"2254","regulation of bone mineralization (GO:0030500)","6/57",0.450191722211588,0.852049794337118,0,0,1.13367843137255,0.904768052380313,"MEF2C;PKDCC;TWIST1;PTK2B;SLC8A1;GPM6B"
"2255","Golgi organization (GO:0007030)","13/130",0.451187954264681,0.852049794337118,0,0,1.0707827742089,0.852205253110159,"SEC16B;COG7;STX16;COG1;GCC2;SYNE1;GOLGA8B;PDCD10;TRAPPC11;ARHGEF7;GOLGA8A;VTI1B;TMED4"
"2256","3'-UTR-mediated mRNA destabilization (GO:0061158)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"DHX36;TARDBP"
"2257","cellular polysaccharide catabolic process (GO:0044247)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PHKG1;CALM1"
"2258","cellular response to sterol (GO:0036315)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PTCH1;GPLD1"
"2259","filopodium assembly (GO:0046847)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"DNM3;FGD4"
"2260","glycosphingolipid biosynthetic process (GO:0006688)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"ST8SIA5;ST6GALNAC5"
"2261","histone H2A acetylation (GO:0043968)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"MORF4L1;EP400"
"2262","killing by host of symbiont cells (GO:0051873)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"ROMO1;GAPDH"
"2263","mitotic sister chromatid cohesion (GO:0007064)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"MAU2;POGZ"
"2264","motor neuron axon guidance (GO:0008045)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"CHN1;RAC1"
"2265","mRNA cis splicing, via spliceosome (GO:0045292)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"WBP4;PSIP1"
"2266","necroptotic process (GO:0070266)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"ITPK1;DNM1L"
"2267","negative regulation of epithelial cell differentiation (GO:0030857)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SPRED3;SPRY1"
"2268","negative regulation of histone modification (GO:0031057)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"TWIST1;SNCA"
"2269","negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PPP2R1A;PTPN2"
"2270","negative regulation of release of cytochrome c from mitochondria (GO:0090201)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PRELID1;CLU"
"2271","negative regulation of telomere maintenance (GO:0032205)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SLX4;TERF2IP"
"2272","neural tube development (GO:0021915)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PTCH1;PKD1"
"2273","odontogenesis of dentin-containing tooth (GO:0042475)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"ANKRD11;ROGDI"
"2274","platelet-derived growth factor receptor signaling pathway (GO:0048008)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PDGFA;BCAR1"
"2275","positive regulation of small molecule metabolic process (GO:0062013)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"AKT2;GPLD1"
"2276","positive regulation of TORC1 signaling (GO:1904263)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"FLCN;SIK3"
"2277","protein localization to endoplasmic reticulum (GO:0070972)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SEC16B;DDRGK1"
"2278","protein localization to microtubule organizing center (GO:1905508)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PCM1;CCDC14"
"2279","regulation of ATP biosynthetic process (GO:2001169)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"FLCN;TMSB4X"
"2280","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"PPP1R16B;PDCD10"
"2281","regulation of ERBB signaling pathway (GO:1901184)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"IFI6;WDR54"
"2282","regulation of fatty acid oxidation (GO:0046320)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"FABP3;LONP2"
"2283","regulation of hormone secretion (GO:0046883)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SCG5;VAMP2"
"2284","regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"CLU;TPT1"
"2285","regulation of Rac protein signal transduction (GO:0035020)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"RASGRF1;STMN3"
"2286","regulation of rRNA processing (GO:2000232)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"TRMT112;WDR43"
"2287","resolution of meiotic recombination intermediates (GO:0000712)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SLX4;EME2"
"2288","retrograde axonal transport (GO:0008090)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"DST;PAFAH1B1"
"2289","RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"CPSF4;TSEN2"
"2290","transepithelial transport (GO:0070633)","2/16",0.452139272136243,0.852049794337118,0,0,1.37649205504448,1.09261124692671,"SLC12A2;GPLD1"
"2291","protein modification process (GO:0036211)","8/78",0.453674854584631,0.852049794337118,0,0,1.10130424834109,0.870442813186033,"UBL5;SERP1;AKT2;FBXO2;FBXL2;NAGPA;FBXO22;UBE2L3"
"2292","response to UV (GO:0009411)","10/99",0.455520906812289,0.852049794337118,0,0,1.08275932476174,0.85138845267989,"UBE2B;UVSSA;DHX36;CAT;CIRBP;SDF4;RPL26;GTF2H2;USP28;USF1"
"2293","organelle assembly (GO:0070925)","41/425",0.456037043055611,0.852049794337118,0,0,1.02911996150362,0.808045685419851,"DDX6;TRAF3IP1;CEP164;VPS4A;ASAP1;PKD1;CENPC;PCM1;MAP1LC3A;TCTN3;STK36;RB1CC1;POGZ;PCNT;VPS36;UBQLN2;OFD1;BBS2;DNAAF1;CIRBP;PRRC2C;DYNLL1;DYNLL2;GOLGA8B;AHI1;NCOR1;TTLL3;PACS2;FAM161A;TUBGCP5;PIK3C3;MAPRE3;CHMP4A;DHX29;MAPT;DZIP1;ATP6V0D1;VPS28;GOLGA8A;EXOC1;RPS23"
"2294","epidermal growth factor receptor signaling pathway (GO:0007173)","5/47",0.456715539432315,0.852049794337118,0,0,1.14713422682506,0.899002823212026,"ADAM17;RPS6KA5;PTK2B;PTK2;BCAR1"
"2295","negative regulation of cold-induced thermogenesis (GO:0120163)","5/47",0.456715539432315,0.852049794337118,0,0,1.14713422682506,0.899002823212026,"FLCN;STK11;ADAM17;NOVA1;NR1D1"
"2296","regulation of protein localization to nucleus (GO:1900180)","5/47",0.456715539432315,0.852049794337118,0,0,1.14713422682506,0.899002823212026,"FLCN;TFRC;SUMO3;PIN1;ATP13A2"
"2297","regulation of wound healing (GO:0061041)","5/47",0.456715539432315,0.852049794337118,0,0,1.14713422682506,0.899002823212026,"DUOX1;DMTN;PTK2;ACTG1;MYLK"
"2298","positive regulation of cellular catabolic process (GO:0031331)","14/141",0.457057909373926,0.852049794337118,0,0,1.06232998325665,0.831746139706851,"APP;HSP90AA1;BAD;INSR;RDX;TWIST1;TRIM8;SUPV3L1;FLCN;STK11;AKT2;ADAM8;GPLD1;SNCA"
"2299","collagen fibril organization (GO:0030199)","9/89",0.461593235848466,0.852049794337118,0,0,1.08407451923077,0.838066808554597,"DST;COL24A1;COL11A1;COL12A1;COL6A1;COL5A2;NF1;ITGA6;PLEC"
"2300","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)","9/89",0.461593235848466,0.852049794337118,0,0,1.08407451923077,0.838066808554597,"PSMD8;FBXL20;PSMD7;FBXW7;FBXO2;FBXL15;FBXL2;SKP1;RBX1"
"2301","ncRNA metabolic process (GO:0034660)","4/37",0.464184834307755,0.852049794337118,0,0,1.16795014610678,0.896369567439203,"DGCR8;DICER1;MAPT;RAN"
"2302","negative regulation of endothelial cell proliferation (GO:0001937)","4/37",0.464184834307755,0.852049794337118,0,0,1.16795014610678,0.896369567439203,"MEF2C;PDCD10;NF1;VASH1"
"2303","negative regulation of stress-activated MAPK cascade (GO:0032873)","4/37",0.464184834307755,0.852049794337118,0,0,1.16795014610678,0.896369567439203,"PER1;NCOR1;GSTP1;PPIA"
"2304","regulation of actin cytoskeleton reorganization (GO:2000249)","4/37",0.464184834307755,0.852049794337118,0,0,1.16795014610678,0.896369567439203,"HAX1;NTRK3;PTK2B;PHPT1"
"2305","regulation of erythrocyte differentiation (GO:0045646)","4/37",0.464184834307755,0.852049794337118,0,0,1.16795014610678,0.896369567439203,"CDK6;ACVR1B;HSPA1B;HSPA1A"
"2306","proteasomal protein catabolic process (GO:0010498)","20/205",0.466218712128114,0.852049794337118,0,0,1.04181129006492,0.795006628457636,"NHLRC3;UBE2B;FBXW7;FEM1B;AGAP3;NR1D1;KLHL42;RBX1;PSMD8;ANKRD9;TRIM9;ERLEC1;UCHL1;PSMD7;RMND5A;RNF216;HECTD3;CTNNB1;STUB1;RNF187"
"2307","negative regulation of neuron projection development (GO:0010977)","6/58",0.467257851413441,0.852049794337118,0,0,1.11181538461538,0.845951451568489,"LINGO1;PTPRS;DCC;THY1;FKBP4;MT3"
"2308","nucleosome assembly (GO:0006334)","6/58",0.467257851413441,0.852049794337118,0,0,1.11181538461538,0.845951451568489,"NASP;ATRX;NAP1L3;NAP1L2;RSF1;NAP1L1"
"2309","positive regulation of mitochondrion organization (GO:0010822)","6/58",0.467257851413441,0.852049794337118,0,0,1.11181538461538,0.845951451568489,"BAD;HIP1R;CHCHD10;DDHD1;DNM1L;CAMKK2"
"2310","receptor metabolic process (GO:0043112)","6/58",0.467257851413441,0.852049794337118,0,0,1.11181538461538,0.845951451568489,"DNM3;UVRAG;TFRC;LMTK2;DNM1;SNCA"
"2311","regulation of calcium ion transport (GO:0051924)","6/58",0.467257851413441,0.852049794337118,0,0,1.11181538461538,0.845951451568489,"HOMER1;CTNNB1;CACNA1D;CAMK2G;SLC8B1;MYLK"
"2312","acute inflammatory response (GO:0002526)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"ITIH4;CEBPB;APOL2"
"2313","camera-type eye development (GO:0043010)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"NF1;CACNA1C;FBN1"
"2314","cellular lipid catabolic process (GO:0044242)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"ABHD12;LPIN1;MT3"
"2315","cellular senescence (GO:0090398)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"MAP2K1;ID2;CALR"
"2316","cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"UBB;UBC;RPS27A"
"2317","negative regulation of actin filament bundle assembly (GO:0032232)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"STMN1;PFN1;PHLDB2"
"2318","negative regulation of catalytic activity (GO:0043086)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"IFIT1;PHPT1;MT3"
"2319","positive regulation of erythrocyte differentiation (GO:0045648)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"ACVR1B;HSPA1B;HSPA1A"
"2320","positive regulation of mitotic cell cycle (GO:0045931)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"APP;ASNS;TTL"
"2321","positive regulation of striated muscle cell differentiation (GO:0051155)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"MESP1;MEF2C;AKAP6"
"2322","regulation of cell junction assembly (GO:1901888)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"SETD5;MEF2C;FLOT1"
"2323","regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"HEXIM1;TCERG1;WDR43"
"2324","regulation of vasculature development (GO:1901342)","3/27",0.473074116699993,0.852049794337118,0,0,1.20440628328009,0.901501966577293,"NF1;CTNNB1;VASH1"
"2325","negative regulation of translation (GO:0017148)","9/90",0.475258846733629,0.852049794337118,0,0,1.07063152896486,0.796438172354097,"RBM4;DDX6;CELF1;DHX36;RPL13A;TSC1;CALR;PUM1;GAPDH"
"2326","cellular response to alcohol (GO:0097306)","5/48",0.475514191297792,0.852049794337118,0,0,1.12039470421977,0.83285498549185,"PTCH1;CTNNB1;ADCY2;ADCY1;GPLD1"
"2327","cognition (GO:0050890)","5/48",0.475514191297792,0.852049794337118,0,0,1.12039470421977,0.83285498549185,"APP;SETD5;CUX2;HRH3;NF1"
"2328","positive regulation of blood vessel endothelial cell migration (GO:0043536)","5/48",0.475514191297792,0.852049794337118,0,0,1.12039470421977,0.83285498549185,"MAP3K3;ADAM17;TMSB4X;HSPB1;HDAC7"
"2329","negative regulation of cellular catabolic process (GO:0031330)","7/69",0.475707358165137,0.852049794337118,0,0,1.08788343030261,0.808245613714743,"RUBCN;TIMP2;MT3;SORL1;EIF4G3;GPLD1;PTPN3"
"2330","epithelial cell differentiation (GO:0030855)","10/101",0.481370100527393,0.852049794337118,0,0,1.05884494981235,0.774141517893966,"RAB10;GSTK1;MESP1;TAGLN;BASP1;AKT2;TOLLIP;EDF1;ASCL1;CNN3"
"2331","glycerophospholipid metabolic process (GO:0006650)","8/80",0.482768736167546,0.852049794337118,0,0,1.07059381859168,0.779625204516136,"ABHD12;CPNE1;PGP;SERINC1;PIGG;GPLD1;DGKH;PAFAH1B1"
"2332","regulation of NIK/NF-kappaB signaling (GO:1901222)","8/80",0.482768736167546,0.852049794337118,0,0,1.07059381859168,0.779625204516136,"C1QTNF4;NFKBIA;APP;TMSB4X;CPNE1;TERF2IP;ACTN4;HDAC7"
"2333","adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"AKAP13;DRD1"
"2334","cellular biogenic amine biosynthetic process (GO:0042401)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"SAT2;SAT1"
"2335","cellular response to gamma radiation (GO:0071480)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"RPL26;CRYAB"
"2336","diol biosynthetic process (GO:0034312)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"SPR;GBA"
"2337","embryo development ending in birth or egg hatching (GO:0009792)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"CELF1;UBR3"
"2338","histone H2A monoubiquitination (GO:0035518)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"PCGF5;SKP1"
"2339","histone H2A ubiquitination (GO:0033522)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"UBE2B;SKP1"
"2340","maturation of 5.8S rRNA (GO:0000460)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"LAS1L;RRP15"
"2341","mesonephric tubule development (GO:0072164)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"ROBO2;PKD1"
"2342","midbody abscission (GO:0061952)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"VPS4A;CHMP4A"
"2343","negative regulation of ATPase activity (GO:0032780)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"TSC1;IFIT1"
"2344","negative regulation of chemokine production (GO:0032682)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"GSTP1;APOD"
"2345","negative regulation of insulin secretion (GO:0046676)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"CHGA;KCNB1"
"2346","negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"MEF2C;SOD2"
"2347","negative regulation of viral entry into host cell (GO:0046597)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"SNX3;LY6E"
"2348","positive regulation of blood coagulation (GO:0030194)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"DMTN;USF1"
"2349","positive regulation of cardiac muscle tissue growth (GO:0055023)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"MEF2C;AKAP6"
"2350","positive regulation of stem cell differentiation (GO:2000738)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"DHX36;LTBP3"
"2351","positive regulation of telomere capping (GO:1904355)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"MAPK1;MAPK3"
"2352","pyrimidine-containing compound catabolic process (GO:0072529)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"DPYSL2;UPP1"
"2353","regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"ARF1;GMFB"
"2354","regulation of cell killing (GO:0031341)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"NOXA1;RAC1"
"2355","regulation of transferase activity (GO:0051338)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"FEM1B;SPTSSB"
"2356","retrograde protein transport, ER to cytosol (GO:0030970)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"HM13;SEC61B"
"2357","reverse cholesterol transport (GO:0043691)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"ABCA5;CLU"
"2358","RNA interference (GO:0016246)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"CELF1;DICER1"
"2359","vasculature development (GO:0001944)","2/17",0.484320762189934,0.852049794337118,0,0,1.28465495831116,0.931384942135121,"STK11;FBXW7"
"2360","protein ubiquitination (GO:0016567)","50/525",0.484757049598338,0.852049794337118,0,0,1.01434361436086,0.734493760121507,"UBE3A;UBE3B;FBXO22;UBE2L3;PSMD8;RNF157;ANKRD9;RNF112;PSMD7;SKP1;SHPRH;WSB1;NHLRC3;FBXW7;ARRDC1;FBXO2;UBE2QL1;UCHL3;PJA2;RBX1;KLHL42;BIRC6;TRIM54;MYCBP2;UBR3;WDR61;FBXL20;CAND2;NEUROD2;RNF113A;RNF213;RMND5A;UBB;UBC;RBBP6;RPS27A;PHC1;PPIL2;UBE2B;FBXL15;CHFR;UVSSA;CDC16;TPP2;CTNNB1;STUB1;UBA1;FBXL2;TRIM33;RNF187"
"2361","mRNA destabilization (GO:0061157)","4/38",0.485360312919925,0.852049794337118,0,0,1.13353599298004,0.819392079360936,"CELF1;DHX36;PUM1;TARDBP"
"2362","positive regulation of cell development (GO:0010720)","4/38",0.485360312919925,0.852049794337118,0,0,1.13353599298004,0.819392079360936,"ATP6AP1;BAD;NUMB;NAP1L1"
"2363","regulation of cell communication (GO:0010646)","4/38",0.485360312919925,0.852049794337118,0,0,1.13353599298004,0.819392079360936,"SCG5;SLC8A1;YWHAG;MGLL"
"2364","regulation of nucleic acid-templated transcription (GO:1903506)","41/430",0.487449123516223,0.852049794337118,0,0,1.01560578965016,0.729783198227252,"ZNF331;CEBPB;BTG1;HDAC10;ZNF195;BAZ2A;PRDM2;RORB;CHD3;ACVR1B;RPL6;ELAVL2;UBE2L3;HMGN5;RPS6KA5;PPP2R1A;NSD1;WWC3;APBB1;SRSF10;APBB3;PPARGC1B;FADS1;HES6;MEF2C;CDK11A;INSR;NONO;ATRX;POU6F2;NR1D2;EDF1;ACTN4;REXO4;SFPQ;GON4L;MTF2;BHLHE40;TERF2IP;CALR;SSBP2"
